order_id,on_demand,total_minutes,is_Friday,is_Saturday,is_Sunday,distance,found_rate,picking_speed,accepted_rate,rating,seniority_41dc7c9e385c4d2b6c1f7836973951bf,seniority_50e13ee63f086c2fe84229348bc91b5b,seniority_6c90661e6d2c7579f5ce337c3391dbb9,seniority_bb29b8d0d196b5db5a5350e5e3ae2b1f,unique_products,units,kgs,order_size,root_order_size,sqrd_order_size,logn_order_size,root_units,sqrd_units,logn_units,root_kgs,sqrd_kgs,logn_kgs,root_unique_products,sqrd_unique_products,logn_unique_products,distance_div_units,distance_div_kgs,distance_div_unique_products,distance_div_order_size,unique_products_div_picking_speed,units_div_picking_speed,kgs_div_picking_speed,order_size_div_picking_speed
d8208f9d0d220440d8ed3273e9499357,0,69.2485318166667,0,1,0,2.249269301521427,0.8610823018458198,2.19,0.75,4.88,0,0,0,1,3.0,7.0,0.0,7.0,2.6457513110645907,49.0,1.9459101490553132,2.6457513110645907,49.0,2.0794415416798357,0.0,0.0,0.0,1.7320508075688772,9.0,1.0986122886681098,0.28115866269017836,2.249269301521427,0.7497564338404756,0.3213241859316324,1.36986301369863,3.1963470319634704,0.0,3.1963470319634704
1c59fd2647355c522c60ed40ead7a27f,0,64.7639952166667,0,1,0,2.0725383743826513,0.8854,1.58,0.84,4.52,0,1,0,0,14.0,22.0,2.164,24.164,4.915689168366934,583.898896,3.1848639222764947,4.69041575982343,484.0,3.1354942159291497,1.4710540438746633,4.682896,1.1518370499054076,3.7416573867739413,196.0,2.6390573296152584,0.09011036410359353,0.6550374128895864,0.14803845531304652,0.08576967283490528,8.860759493670885,13.924050632911392,1.369620253164557,15.29367088607595
fdfb71531fc7e9d31154f717d11e72ab,0,91.2607565166667,0,1,0,1.6101132018408053,0.8854,1.58,0.84,4.52,0,1,0,0,25.0,43.0,7.36,50.36,7.096477999684069,2536.1295999999998,3.9191972091761462,6.557438524302,1849.0,3.784189633918261,2.7129319932501073,54.1696,2.1234584270966104,5.0,625.0,3.2188758248682006,0.036593481860018304,0.19259727294746476,0.06440452807363221,0.031972065167609316,15.822784810126581,27.21518987341772,4.658227848101266,31.873417721518987
5a621d9faf9a76679f1c3a75fdfda8a1,1,24.1417673333333,0,1,0,1.290954281117971,0.8854,1.58,0.84,4.52,0,1,0,0,1.0,2.0,0.0,2.0,1.4142135623730951,4.0,0.6931471805599453,1.4142135623730951,4.0,1.0986122886681098,0.0,0.0,0.0,1.0,1.0,0.0,0.43031809370599033,1.290954281117971,1.290954281117971,0.6454771405589855,0.6329113924050632,1.2658227848101264,0.0,1.2658227848101264
ef50ed895398dd99a710cf344a9917a0,0,151.8947785,0,1,0,2.5396570414643835,0.8526,2.2,0.92,4.92,1,0,0,0,24.0,35.0,0.0,35.0,5.916079783099616,1225.0,3.5553480614894135,5.916079783099616,1225.0,3.58351893845611,0.0,0.0,0.0,4.898979485566356,576.0,3.1780538303479458,0.07054602892956621,2.5396570414643835,0.10581904339434932,0.07256162975612525,10.909090909090908,15.909090909090908,0.0,15.909090909090908
8fa5cf63a23d84f55ac947d2472fcae0,1,66.8064270166667,0,1,0,4.333103891689893,0.8526,2.2,0.92,4.92,1,0,0,0,8.0,9.0,0.3,9.3,3.0495901363953815,86.49000000000001,2.2300144001592104,3.0,81.0,2.302585092994046,0.5477225575051661,0.09,0.26236426446749106,2.8284271247461903,64.0,2.0794415416798357,0.4333103891689893,3.333156839761456,0.5416379864612366,0.4659251496440745,3.6363636363636362,4.090909090909091,0.13636363636363635,4.2272727272727275
90af0de3d7d48bb47227671ce8d338b0,0,111.482169133333,0,1,0,5.83634541076678,0.8193,1.78,0.96,4.8,0,0,1,0,18.0,27.0,0.501,27.501,5.244139586242914,756.3050010000001,3.3142223676477482,5.196152422706632,729.0,3.332204510175204,0.7078135347674556,0.251001,0.40613155265132483,4.242640687119285,324.0,2.8903717578961645,0.208440907527385,3.888304737352952,0.32424141170926557,0.21222302500879167,10.112359550561798,15.168539325842696,0.28146067415730336,15.450000000000001
08779bfa3a3d4df21fe78551438d9c85,0,65.2840305166667,0,1,0,2.5026561374127327,0.9091,1.23,0.88,4.84,0,0,1,0,27.0,62.0,0.426,62.426,7.901012593332579,3897.0054760000003,4.133981855260598,7.874007874011811,3844.0,4.143134726391533,0.6526867548832288,0.181476,0.35487332199210414,5.196152422706632,729.0,3.295836866004329,0.0397247005938529,1.7550183291814396,0.09269096805232344,0.04008996471682845,21.951219512195124,50.40650406504065,0.3463414634146341,50.75284552845529
c29a8e346b30d40b708c7b962eeacb88,0,45.62454445,0,1,0,0.6182835336972814,0.9091,1.23,0.88,4.84,0,0,1,0,6.0,19.0,0.0,19.0,4.358898943540674,361.0,2.9444389791664403,4.358898943540674,361.0,2.995732273553991,0.0,0.0,0.0,2.449489742783178,36.0,1.791759469228055,0.03091417668486407,0.6182835336972814,0.10304725561621357,0.03254123861564639,4.878048780487805,15.447154471544716,0.0,15.447154471544716
086755644b423e08316d21c11b623895,1,55.6697720166667,1,0,0,2.679239714457638,0.8501,1.58,0.88,4.92,1,0,0,0,10.0,14.0,0.0,14.0,3.7416573867739413,196.0,2.6390573296152584,3.7416573867739413,196.0,2.70805020110221,0.0,0.0,0.0,3.1622776601683795,100.0,2.302585092994046,0.1786159809638425,2.679239714457638,0.2679239714457638,0.1913742653184027,6.329113924050633,8.860759493670885,0.0,8.860759493670885
